tweet_Id,text,name,screen_name,UTC,created_at,favorites,retweet_count,language,client,tweet_type,urls,hashtags,mentions,media_type,media_urls,,,
1.30E+18,We are long-time investors in @appdirect - They have a new podcast series coming out that I was an early interview for. I'm excited for it to be out ... https://t.co/YmcTbyy0iA,Brad Feld,bfeld,2020-09-04T21:11:03.000Z,Fri Sep 04 21:11:03 +0000 2020,8,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/AppDirect/status/1300819059332853761 ,0,1,,,,,
1.30E+18,RT @AppDirect : What does it take to thrive in today’s rapidly evolving #digital world? That’s the question we’re asking on our new #podcast #DecodingDigital. ??? Watch our teaser and tune in later this fall. Sign up for updates ??? https://t.co/I2ON7OF29F https://t.co/sqLdkCY9Yg,Brad Feld,bfeld,2020-09-04T21:09:47.000Z,Fri Sep 04 21:09:47 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://appd.it/3gzuSTf ,3,0,video,https://video.twimg.com/ext_tw_video/1300818498038489089/pu/pl/oPKg3YrDQbs-jMbw.m3u8?tag=10,,,
1.30E+18,"Pretty cool that @whoop is exploring data and dynamics like this. cc: @willahmed - for the other people out there focused on recovery, my HRV has been extremely interesting lately. https://t.co/twTVDQiMBu",Brad Feld,bfeld,2020-09-04T16:01:33.000Z,Fri Sep 04 16:01:33 +0000 2020,19,6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/tferriss/status/1301910693541744641 ,0,2,,,,,
1.30E+18,@SeyiSofolahan @ValenceInc Thanks! Email me anytime.,Brad Feld,bfeld,2020-09-04T14:50:31.000Z,Fri Sep 04 14:50:31 +0000 2020,2,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,,,
1.30E+18,Great interview with @Scott_Romano about the Energize Colorado Gap Fund https://t.co/q9mKa5r5N7,Brad Feld,bfeld,2020-09-04T14:49:54.000Z,Fri Sep 04 14:49:54 +0000 2020,16,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://youtu.be/iGPj7cBUD10 ,0,1,,,,,
1.30E+18,Building A Strong Foundation for Growth https://t.co/QRGE6PBC4Z - a new episode of @venturekills by @chrismoodycom https://t.co/jkzxSQmf8r,Brad Feld,bfeld,2020-09-04T00:04:40.000Z,Fri Sep 04 00:04:40 +0000 2020,13,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/35amBTA ,0,2,photo,https://pbs.twimg.com/media/EhB4O1tX0AAKGy_.jpg,,,
1.30E+18,RT @BritneySumm : @AuburnEntrep @chrismoodycom @bfeld @Bham__Bound Thanks for joining us! @chrismoodycom and I are both proud Auburn Tigers and @bfeld dropped two War Eagles during the session. Smart man ??,Brad Feld,bfeld,2020-09-03T21:14:15.000Z,Thu Sep 03 21:14:15 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,6,,,,,
1.30E+18,@ij_browne @IanHathaway Thx and thx!!!,Brad Feld,bfeld,2020-09-03T20:56:14.000Z,Thu Sep 03 20:56:14 +0000 2020,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,,,
1.30E+18,@ij_browne @IanHathaway This is a fantastic summary. Are you ok with us using this publicly with others?,Brad Feld,bfeld,2020-09-03T20:03:22.000Z,Thu Sep 03 20:03:22 +0000 2020,7,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,,,
1.30E+18,Doing a talk today with @moody with the team from @Bham__Bound in Birmingham -  https://t.co/nL2DEeVEi3,Brad Feld,bfeld,2020-09-03T13:55:52.000Z,Thu Sep 03 13:55:52 +0000 2020,20,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.crowdcast.io/e/birmingham-bound ,0,2,,,,,
1.30E+18,RT @ij_browne : Loved the update to Startup Communities by @bfeld and @IanHathaway. made a few notes in a new format https://t.co/D8cwQtlJgl,Brad Feld,bfeld,2020-09-02T21:29:18.000Z,Wed Sep 02 21:29:18 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,2,photo,https://pbs.twimg.com/media/Eg69C4aXYAMkGja.jpg,,,
1.30E+18,"Applications are open for the next Seed Angel Forum virtual event on 9/29! If you’re raising a Seed/Pre-Seed round, apply at https://t.co/ZIOkoh1KeU by 9/20 to pitch #Colorado’s most active #angels &amp; #VCs. More info at: https://t.co/ti8nhKlkrx (@seedangel_co)",Brad Feld,bfeld,2020-09-02T16:48:58.000Z,Wed Sep 02 16:48:58 +0000 2020,14,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/applysaf29 http://seedangel.co ,3,1,,,,,
1.30E+18,"RT @techstars : Turning ideas into reality. In the latest Give First Podcast, founder of @haystackvc @semil shares with @bfeld how he turned his passion for writing about startups, into a career in early stage investment. Take a listen to this inspiring founder story: https://t.co/4bo6sFtYDZ https://t.co/7g1VHJhyMW",Brad Feld,bfeld,2020-09-02T15:32:40.000Z,Wed Sep 02 15:32:40 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://tsta.rs/iiAm50Bf12v ,0,3,photo,https://pbs.twimg.com/media/Eg2WLbfXcAY_hPZ.jpg,,,
1.30E+18,Black-owned firms in Boulder County seek inclusion https://t.co/c4QwuKSala https://t.co/fYRrTufoA9,Brad Feld,bfeld,2020-09-01T12:35:29.000Z,Tue Sep 01 12:35:29 +0000 2020,15,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3jyGMyz ,0,0,photo,https://pbs.twimg.com/media/Eg1HT55WAAAEA12.jpg,,,
1.30E+18,"RT @mediarchaeology : we are so grateful, relieved, appreciative of the $25K donation we just received from @Google thx to legendary advisory board member @vgcerf - we're inching our way closer to matching @bfeld's $100K challenge to pay for a staffperson next year! https://t.co/35hz9sZ32S",Brad Feld,bfeld,2020-08-31T20:09:50.000Z,Mon Aug 31 20:09:50 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://giving.cu.edu/fund/media-archaeology-lab-support-fund ,0,3,,,,,
1.30E+18,"RT @YuriDanilchenko : @bfeld's wisdom on startup communities. Still very relevant:
https://t.co/hoefwfEYFe",Brad Feld,bfeld,2020-08-31T20:09:29.000Z,Mon Aug 31 20:09:29 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://youtu.be/zXD5vt0xhyI ,0,1,,,,,
1.30E+18,"RT @betaworkstudios : ?? Events like this one with @bfeld tomorrow!
Brad will take your questions and discuss his new book, The Startup Community Way, exploring what makes startup communities thrive.

Grab a spot here ??
https://t.co/dp1WM39t1q https://t.co/iv2XA4Drtb",Brad Feld,bfeld,2020-08-31T20:09:11.000Z,Mon Aug 31 20:09:11 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://beta.works/bradfeld ,0,1,photo,https://pbs.twimg.com/media/EgxEjMuWoAEHXWQ.jpg,,,
1.30E+18,Totally worth a minute of your life to watch this and ponder what has happened at different points in time. https://t.co/EuIUTkZUAT,Brad Feld,bfeld,2020-08-31T15:54:15.000Z,Mon Aug 31 15:54:15 +0000 2020,136,30,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/bentossell/status/1300053822048555014 ,0,0,,,,,
1.30E+18,Ep. 898: Brad Feld Interview with Michael Covel on Trend Following Radio https://t.co/ZKGu9oizuL https://t.co/eCdvHVpnqt,Brad Feld,bfeld,2020-08-31T13:01:15.000Z,Mon Aug 31 13:01:15 +0000 2020,11,2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/31JgiEI ,0,0,photo,https://pbs.twimg.com/media/EgwDnl8WoAAZ7VX.jpg,,,
1.30E+18,Meet 25 Amazing Women of Color For Your Board — theBoardlist https://t.co/XymPO6uj26 https://t.co/dmr3mMiYfL,Brad Feld,bfeld,2020-08-30T19:43:56.000Z,Sun Aug 30 19:43:56 +0000 2020,93,37,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/2FeMAi9 ,0,0,photo,https://pbs.twimg.com/media/EgsWMm3XsAIbFFB.png,,,
1.30E+18,Depression among entrepreneurs: a scoping review https://t.co/LNaUPtUJuk - great article by @KristinDarga and some colleagues about depression and entrepreneurship.,Brad Feld,bfeld,2020-08-30T19:12:14.000Z,Sun Aug 30 19:12:14 +0000 2020,33,16,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3gEZQcF ,0,1,,,,,
1.30E+18,"RT @techstars : Startup Communities, the landmark book about growing an entrepreneurial community by @bfeld, has been fully updated for 2020. Pick up your copy while you still can: https://t.co/rpT3lRo86q https://t.co/vMyrNYKssI",Brad Feld,bfeld,2020-08-30T18:05:38.000Z,Sun Aug 30 18:05:38 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://tsta.rs/iEQZ50B8ysc ,0,1,video,https://video.twimg.com/ext_tw_video/1299065728616857601/pu/vid/720x720/AkVEYTQjL6wOhteX.mp4?tag=10,,,
1.30E+18,"RT @semil : Recorded this pod w/ @bfeld a year ago, finally published today. We cover a lot in short time &amp; Brad (obviously) is an expert at the game:

-how to crack into VC
-how do VCs mentor
-why writing was critical
-tactical mistakes made
-helping new managers

https://t.co/iVKEW4Ad6Y",Brad Feld,bfeld,2020-08-30T18:04:29.000Z,Sun Aug 30 18:04:29 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://overcast.fm/+hxDFGKb_A ,0,1,,,,,
1.30E+18,"RT @GRID110 : One of our own, @mstuttass had the chance to interview @bfeld recently! We are so excited and thankful for his support and partnership with our South LA Program. Check out his advice for early-stage entrepreneurs! https://t.co/kaTFAqkBz4",Brad Feld,bfeld,2020-08-30T18:04:19.000Z,Sun Aug 30 18:04:19 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://link.medium.com/sjnDWvMuk9 ,0,2,,,,,
1.30E+18,RT @Seahawks : A message from @PeteCarroll on what we can do to help combat racism. https://t.co/7LknOFw2fy,Brad Feld,bfeld,2020-08-30T18:03:13.000Z,Sun Aug 30 18:03:13 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,1,video,https://video.twimg.com/amplify_video/1299846871830024192/vid/480x480/XY2kbw4YzxKng0wP.mp4?tag=13,,,
1.30E+18,"RT @JohnSPepper : 1/ To the growing number of commercial landlords (LLs) sending out default letters and demanding FULL payment since April...from closed businesses, that (un)employ millions who are often penniless, where do you perceive this money is going to come from?",Brad Feld,bfeld,2020-08-30T18:01:12.000Z,Sun Aug 30 18:01:12 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1.30E+18,I just helped a classroom on DonorsChoose. Support a classroom in need today. https://t.co/HZ68FKkhIO,Brad Feld,bfeld,2020-08-28T16:16:32.000Z,Fri Aug 28 16:16:32 +0000 2020,15,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.donorschoose.org/?utm_source=dc&utm_medium=twitter&utm_campaign=thank_you_page_pff&utm_term=donor_257923&rf=twitter-dc-2020-08-thank_you_page_pff-donor_257923 ,0,0,,,,,
1.30E+18,Governor @jaredpolis and @KentThiry formally unveil the @energizecolo Gap Fund which starts taking applications on 8/31- https://t.co/9v7MCwOgpU https://t.co/eqyKE7zHJk,Brad Feld,bfeld,2020-08-27T20:22:13.000Z,Thu Aug 27 20:22:13 +0000 2020,16,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3jj900e ,0,3,photo,https://pbs.twimg.com/media/EgdCMJ0XcAAa3Qd.jpg,,,
1.30E+18,JOY | Art Everyday https://t.co/EsaUPLbKdN @ceceliafeld https://t.co/292qffM9ii,Brad Feld,bfeld,2020-08-27T20:11:22.000Z,Thu Aug 27 20:11:22 +0000 2020,2,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/2G7CGzj ,0,1,photo,https://pbs.twimg.com/media/Egc_tDEWoAIPayD.jpg,,,
1.30E+18,A New Foundation to Support Black Parent Entrepreneurs https://t.co/VDHd15zcjN by @jamesoliverjr https://t.co/bPSFEmiRGI,Brad Feld,bfeld,2020-08-27T11:50:09.000Z,Thu Aug 27 11:50:09 +0000 2020,47,12,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3gGKWTv ,0,1,photo,https://pbs.twimg.com/media/EgbM_C1XkAIMH2g.jpg,,,
1.30E+18,"The Female Founders Alliance (@2point19) presents #ReadySetRaise, a national pre-seed accelerator by and for women and non-binary founders, designed to help you get ready for takeoff! Apply by 9/8: https://t.co/lqWSkZqdka",Brad Feld,bfeld,2020-08-26T22:00:34.000Z,Wed Aug 26 22:00:34 +0000 2020,17,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.f6s.com/readysetraise/ ,1,1,,,,,
1.30E+18,"Navigating the World of VC: A Fireside Chat with Brad Feld — Managing Director, Foundry Group | Valence Events https://t.co/7v4kNAxCnh https://t.co/cmmNaKxsYP",Brad Feld,bfeld,2020-08-26T21:53:10.000Z,Wed Aug 26 21:53:10 +0000 2020,32,11,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3llqXx4 ,0,0,photo,https://pbs.twimg.com/media/EgYNaoOXcAAanzm.jpg,,,
1.30E+18,"RT @MarlonCNichols : Did you sign up to meet the @techstars KC cohort? @lesamitchell is about action. Majority of her cohort are black founders, two women &amp; 1 team of white male founders. I'm excited to meet the teams on Thursday. Also looking forward to a chat with @bfeld https://t.co/1ICdfcUukQ",Brad Feld,bfeld,2020-08-26T20:58:44.000Z,Wed Aug 26 20:58:44 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.eventbrite.com/e/techstars-kansas-city-virtual-demo-day-tickets-115356243630 ,0,3,,,,,
1.30E+18,I'm looking forward to participating in a conversation at Techstars Kansas City Virtual Demo Day with @lesamitchell and @MarlonCNichols - https://t.co/0czIFZ8ENB https://t.co/0FQi9xuDi0,Brad Feld,bfeld,2020-08-26T14:11:01.000Z,Wed Aug 26 14:11:01 +0000 2020,45,12,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3grPQna ,0,2,photo,https://pbs.twimg.com/media/EgWjo37XkAADO1Z.jpg,,,
1.30E+18,"RT @LisaBajorinas : Startup Grind Lexington @grind_lex is hosting @bfeld, Investor, Entrepreneur, Author, Public Speaker &amp; Co-Founder of @Techstars this Wed, Aug 26 at 5:30pm.  More info &amp; registration: https://t.co/jJunw7S4nd",Brad Feld,bfeld,2020-08-25T16:10:46.000Z,Tue Aug 25 16:10:46 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.startupgrind.com/e/mpgz4e/ ,0,3,,,,,
1.30E+18,"RT @techstars : The power of global entrepreneurship. In the latest Give First podcast, author @cmschroed shares with @bfeld how traveling globally enhanced his entrepreneurial mindset, his take on the global language of entrepreneurship and more. Listen now. https://t.co/8eQhSXG9j6",Brad Feld,bfeld,2020-08-25T16:10:40.000Z,Tue Aug 25 16:10:40 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://tsta.rs/YDQ150B7GML ,0,2,,,,,
1.30E+18,RT @MadUlivieri : Excited to a judge at this Thursday’s event for @startupgrindftl with @bfeld ! https://t.co/gF6sFGkUh8,Brad Feld,bfeld,2020-08-25T16:10:30.000Z,Tue Aug 25 16:10:30 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/StartupGrind/status/1297991588568641536 ,0,2,,,,,
1.30E+18,RT @TishinD : @KamoMotaung2 @bfeld @KauffmanFellows Fall 2020 course is open now! https://t.co/wJzQeXAfON,Brad Feld,bfeld,2020-08-25T16:10:19.000Z,Tue Aug 25 16:10:19 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://tsta.rs/Stcl50B5UjQ ,0,3,,,,,
1.30E+18,"RT @startupsUSAorg : Join us this Friday from 2:00 pm to 3:00 pm as CAE board chair @lovelletters chats with @bfeld and @IanHathaway about their splendid new book ""The Startup Community Way."" https://t.co/ZhDWLyp9FD",Brad Feld,bfeld,2020-08-25T16:10:00.000Z,Tue Aug 25 16:10:00 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.eventbrite.com/e/the-startup-community-way-a-conversation-with-brad-feld-ian-hathaway-tickets-115799985875 ,0,3,,,,,
1.30E+18,"RT @thekeystonepod : This week we officially start our off-season with an interview w/@IanHathaway! In this episode we discuss: 

?? How he initially connected with @bfeld
 
?? The writing journey and what readers can expect
 
?? Key concepts from the new book

Listen here: https://t.co/noRlqJtbQO https://t.co/561zb1ss5u",Brad Feld,bfeld,2020-08-25T16:09:47.000Z,Tue Aug 25 16:09:47 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://bit.ly/ian-hathaway ,0,2,photo,https://pbs.twimg.com/media/EgRzquEWoAcBxcq.jpg,,,
1.29E+18,Going live with @ScottKirsner in two minutes for a discussion around startup communities. https://t.co/0AqoyHmp1n,Brad Feld,bfeld,2020-08-14T16:58:41.000Z,Fri Aug 14 16:58:41 +0000 2020,10,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/ScottKirsner/status/1293916215484788736 ,0,1,,,,,
1.29E+18,Seth Godin Marketing Zoom Meeting With The ParentPreneur Foundation Community https://t.co/mr2rY6hB8M - thx @seth for doing this! https://t.co/eeJpkW7LXI,Brad Feld,bfeld,2020-08-14T14:11:03.000Z,Fri Aug 14 14:11:03 +0000 2020,7,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/2DOWUNa ,0,1,photo,https://pbs.twimg.com/media/EfYwkRlXYAIRajt.png,,,
1.29E+18,"RT @ScottKirsner : If you're interested in how you build healthy startup ecosystems &amp; communities right now, anywhere in the world, join me and Brad Feld (@bfeld) for a live conversation Friday at 1 PM ET — and bring your questions: 

https://t.co/FVzU21wK3G",Brad Feld,bfeld,2020-08-14T03:25:02.000Z,Fri Aug 14 03:25:02 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://us02web.zoom.us/meeting/register/tZ0qfuupqjwtE9a-smtae8GxJYiezT8yYF60 ,0,1,,,,,
1.29E+18,"RT @IanHathaway : Excited to be talking startups and global ecosystems with Chris Schroeder (@cmschroed) and Brad Feld (@bfeld) tomorrow at the RiseUp Summit (@riseupsummit), live from Cairo (virtually). Come join us at 5:00p locally / 11a ET in the US https://t.co/j3wfAroVpO",Brad Feld,bfeld,2020-08-14T03:24:37.000Z,Fri Aug 14 03:24:37 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://riseupfromhome.riseup.co/agenda ,0,3,,,,,
1.29E+18,@BryanElliott Drop me an email - brad@feld.com - I'll help however I can.,Brad Feld,bfeld,2020-08-14T03:24:26.000Z,Fri Aug 14 03:24:26 +0000 2020,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,,,
1.29E+18,Brad Feld + Grid110 https://t.co/6kmsYiwS3D by @AustinLAC https://t.co/6Rw7e45Tta,Brad Feld,bfeld,2020-08-13T16:30:58.000Z,Thu Aug 13 16:30:58 +0000 2020,39,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/3iB08mj ,0,1,photo,https://pbs.twimg.com/media/EfUHAKoWkAMQG5f.jpg,,,
1.29E+18,"RT @PBS12_CO : Police brutality from the perspective of a Black police chief? Meet @Roywminter, Chief of Police in Savannah, GA on From Moment to Movement w/ Tamara Banks. Full show here: https://t.co/i8kFs7iwZ4 Thanks to the #AnchorPointFoundation &amp; @bfeld for supporting our #BLM series.",Brad Feld,bfeld,2020-08-12T21:09:55.000Z,Wed Aug 12 21:09:55 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://buff.ly/3akETC9 ,2,2,,,,,
1.29E+18,Live on a Crowdcast now with @IanHathaway and @chrisheivly talking about The Startup Community Way - https://t.co/auVPs9Rp0A,Brad Feld,bfeld,2020-08-12T16:05:16.000Z,Wed Aug 12 16:05:16 +0000 2020,16,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.crowdcast.io/e/ts_startupcommunityway ,0,2,,,,,
1.29E+18,"RT @PRYU : Another @bfeld book! The knowledge of complex systems is key to entrepreneurs and startup communities. As a CU-Boulder alum/entrepreneur/investor, l’m delighted to see the “Boulder Thesis” developed by Brad is empowering numerous entrepreneurial communities around the world. https://t.co/R12VNv2umn",Brad Feld,bfeld,2020-08-11T22:28:13.000Z,Tue Aug 11 22:28:13 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/EfLCuL6UEAAyCfN.jpg,,,
1.29E+18,RT @lesamitchell : Excited for @techstars DemoDay and #startupcommunityway discussion with @bfeld @MarlonCNichols Supporting diverse founders. https://t.co/MAjByksHgP,Brad Feld,bfeld,2020-08-11T21:06:40.000Z,Tue Aug 11 21:06:40 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.eventbrite.com/e/techstars-kansas-city-virtual-demo-day-tickets-115356243630 ,1,3,,,,,
1.29E+18,"Love this @DonorsChoose project for @molekuleair in the classroom to keep kids safe. Keep Away - Covid-19!, a project from Mrs. Payne-Mead https://t.co/nyWmlKCqsy - @abatchelor just completed the funding for it.",Brad Feld,bfeld,2020-08-11T18:20:33.000Z,Tue Aug 11 18:20:33 +0000 2020,8,2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/30KFfiw ,0,3,,,,,
1.29E+18,"RT @profgalloway : The 40-year party of universities raising tuition faster than inflation is over — the lights have come on in terms of the price-value tradeoff 

Thx for having me @andersoncooper @drsanjaygupta @AC360 @CNN #HigherEducation 
?? https://t.co/4mqV67l62f https://t.co/vbGYLf4rpI",Brad Feld,bfeld,2020-08-11T17:36:43.000Z,Tue Aug 11 17:36:43 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://app.frame.io/presentations/ccd23c1c-e4ce-4fc7-a8a6-b76d98975b8d ,1,4,photo,https://pbs.twimg.com/media/EckVBWBWkAEfi_A.png,,,
1.29E+18,"The sad passing of a 
long-term @yesware employee - Support donations for the Pang Family https://t.co/OOgLhxnHTC -",Brad Feld,bfeld,2020-08-11T15:32:46.000Z,Tue Aug 11 15:32:46 +0000 2020,7,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.gofundme.com/f/donations-for-the-pang-family?utm_source=twitter&utm_medium=social&utm_campaign=m_pd+share-sheet ,0,1,,,,,
1.29E+18,Spectacular post by @profgalloway - The Great Distancing | No Mercy / No Malice https://t.co/UN7sOs2tiJ https://t.co/DQJPi5TkId,Brad Feld,bfeld,2020-08-10T23:44:29.000Z,Mon Aug 10 23:44:29 +0000 2020,145,57,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/33GegX8 ,0,1,photo,https://pbs.twimg.com/media/EfGNdOsXgAUIw4x.png,,,
1.29E+18,RT @PatrickMahomes : Ready to get back to work. Learn about how @WHOOP is helping us return to play safely: https://t.co/43IZ9tCMFE #poweredbywhoop https://t.co/bh2asPGxuB,Brad Feld,bfeld,2020-08-10T22:25:29.000Z,Mon Aug 10 22:25:29 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.whoop.com/thelocker/nflpa-provides-whoop-to-players/ ,1,1,photo,https://pbs.twimg.com/media/EfDsxPJXgAYPzPU.jpg,,,
1.29E+18,"RT @lalswemel : ?? Calling all ecosystem builders &amp; community leaders!!

?? @bfeld &amp; @IanHathaway are discussing #TheStartupCommunityWay with our own @chrisheivly 

In this AMA, they will dig into how ecosystem leaders can put these principles to work! Save your spot!

https://t.co/lKLVXdaRXS",Brad Feld,bfeld,2020-08-10T19:18:46.000Z,Mon Aug 10 19:18:46 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.crowdcast.io/e/ts_startupcommunityway ,1,3,,,,,
1.29E+18,"RT @miriamulu1 : Great to get our copy of @StartupCW with @uluventures sidebar! @bfeld @IanHathaway understand how communities are at the heart of ecosystems and how it's critical for #entrepreneurs and investors to create trusted, interconnected networks. https://t.co/C7JU5O64g0",Brad Feld,bfeld,2020-08-10T15:31:38.000Z,Mon Aug 10 15:31:38 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/uluventures/status/1291773822979289088 ,1,4,,,,,
1.29E+18,Fantastic and 100% on the money post by @HeidiRoizen - We aren’t going to increase diversity in the boardroom unless we’re willing to appoint first-timers. https://t.co/2zk93tcnLt https://t.co/Q4nzCE1DKy,Brad Feld,bfeld,2020-08-10T14:11:03.000Z,Mon Aug 10 14:11:03 +0000 2020,81,22,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://buff.ly/39EQ9Jl ,0,1,photo,https://pbs.twimg.com/media/EfEKNbrWAAMgbk6.jpg,,,
1.29E+18,"Thrilled to join @RyanHawk12 on his podcast The Learning Leader Show. Discussed community building, goal setting, and how to collect people. Check it out: https://t.co/R0m1rppJJX",Brad Feld,bfeld,2020-08-09T22:39:10.000Z,Sun Aug 09 22:39:10 +0000 2020,42,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/feldhawk378 ,0,1,,,,,
